epoch,train_loss,train_miou,train_dmg_f1,val_loss,val_miou,val_dmg_f1,val_iou_Background,val_f1_Background,val_iou_No-Damage,val_f1_No-Damage,val_iou_Minor-Damage,val_f1_Minor-Damage,val_iou_Major-Damage,val_f1_Major-Damage,val_iou_Destroyed,val_f1_Destroyed
1,0.8836167707859751,0.24788720160722733,0.1452256547054276,1.1181097937126954,0.2130283944308758,0.07948593702167273,0.8955517411231995,0.9448981881141663,0.024167891591787338,0.047195177525281906,0.08356644213199615,0.1542433202266693,0.061855897307395935,0.11650525033473969,0.0,0.0
2,0.610016442835331,0.29715404510498045,0.22286782786250114,1.1680707514286042,0.2444805260747671,0.13955858908593655,0.8748561143875122,0.9332515001296997,0.2931988537311554,0.4534474313259125,0.043900199234485626,0.08410803973674774,0.010447463020682335,0.020678885281085968,0.0,0.0
3,0.5492701256221317,0.3202945739030838,0.2614819332957268,1.1235019569595655,0.2579896867275238,0.16079965978860855,0.9176903963088989,0.9570788145065308,0.2210666835308075,0.36208781599998474,0.07312498986721039,0.13628418743610382,0.07806636393070221,0.14482663571834564,0.0,0.0
4,0.5152393099234764,0.3393739402294159,0.29131194949150085,1.0748973082751037,0.22158193364739417,0.0990701150149107,0.8949670791625977,0.9445726871490479,0.08677986264228821,0.1597009003162384,0.07832062989473343,0.14526408910751343,0.04784209653735161,0.09131547063589096,0.0,0.0
5,0.4803935439292207,0.35567077100276945,0.3155069649219513,1.107741878181696,0.24229533597826958,0.1328645423054695,0.9130712151527405,0.9545606374740601,0.1697896420955658,0.290290892124176,0.0768483355641365,0.14272823929786682,0.051767487078905106,0.0984390377998352,0.0,0.0
